original_title,cast,director,is_novel_based,runtime,genres,production_companies,release_month,release_year,budget_adj,revenue_adj,profit
Black Mass,Johnny Depp|Joel Edgerton|Benedict Cumberbatch|Dakota Johnson|Kevin Bacon,Scott Cooper,no,122.0,Crime,Infinitum Nihil|Head Gear Films|Cross Creek Pictures|Free State Pictures|RatPac-Dune Entertainment,9,2015,48759978.0,91793583.0,43033605.0
Heist,Jeffrey Dean Morgan|Robert De Niro|Kate Bosworth|Dave Bautista|Gina Carano,Scott Mann,no,93.0,Crime,Emmett/Furla Films|Silver Plane Films|Mass Hysteria Entertainment|Tri Vision Pictures,11,2015,8187996.0,46125.0,-8141871.0
Krampus,Adam Scott|Toni Collette|Allison Tolman|David Koechner|Emjay Anthony,Michael Dougherty,no,98.0,Horror,Universal Pictures|Legendary Pictures,11,2015,13799993.0,56624785.0,42824792.0
Dark Places,Charlize Theron|Nicholas Hoult|Christina Hendricks|ChloÃ« Grace Moretz|Tye Sheridan,Gilles Paquet-Brenner,yes,113.0,Drama,Denver and Delilah Productions|Mandalay Vision|Exclusive Media Group|Hugo Productions|Cuatro Plus Films,3,2015,18399991.0,191900.0,-18208091.0
No Escape,Owen Wilson|Lake Bell|Pierce Brosnan|Sterling Jerins|Spencer Garrett,John Erick Dowdle,no,103.0,Action,Bold Films|Living Films|Brothers Dowdle Productions,8,2015,4599997.0,50065340.0,45465343.0
Dope,Shameik Moore|Kiersey Clemons|Tony Revolori|ZoÃ« Kravitz|Chanel Iman,Rick Famuyiwa,no,103.0,Crime,Forest Whitaker's Significant Productions|Revolt Films|IamOTHER Entertainment,6,2015,643999.0,16547831.0,15903832.0
American Ultra,Jesse Eisenberg|Kristen Stewart|Topher Grace|Connie Britton|Walton Goggins,Nima Nourizadeh,no,96.0,Comedy,Concorde Filmverleih|Likely Story|FilmNation Entertainment|Circle of Confusion|The Bridge Finance Company,8,2015,25759988.0,25951426.0,191438.0
Woman in Gold,Helen Mirren|Ryan Reynolds|Tatiana Maslany|Katie Holmes|Max Irons,Simon Curtis,no,120.0,Drama,BBC Films|Origin Pictures,4,2015,10119995.0,56690166.0,46570171.0
The Scorpion King: The Lost Throne,Victor Webster|Ellen Hollman|Barry Bostwick|Will Kemp|M. Emmet Walsh,Mike Elliott,no,105.0,Action,Universal Pictures,1,2015,21307490.712324023,63624403.5851604,42316912.872836374
Sisters,Tina Fey|Amy Poehler|John Leguizamo|Ike Barinholtz|Maya Rudolph,Jason Moore,no,118.0,Comedy,Little Stranger,12,2015,27599987.0,96610126.0,69010139.0
Project Almanac,Jonny Weston|Virginia Gardner|Sofia Black-D'Elia|Sam Lerner|Allen Evangelista,Dean Israelite,no,106.0,Science Fiction,Paramount Pictures|MTV Films|Platinum Dunes|Insurge Pictures,1,2015,11039995.0,29668368.0,18628373.0
Absolutely Anything,Simon Pegg|Kate Beckinsale|Rob Riggle|Sanjeev Bhaskar|Joanna Lumley,Terry Jones,no,85.0,Comedy,Premiere Picture|Bill and Ben Productions|GFM films,6,2015,21307490.712324023,4774472.0,-16533018.712324023
The Transporter Refueled,Ed Skrein|Ray Stevenson|Loan Chabanol|Gabriella Wright|Tatjana PajkoviÄ‡,Camille Delamarre,no,96.0,Thriller,EuropaCorp,9,2015,22999989.0,66819267.0,43819278.0
Crimson Peak,Mia Wasikowska|Jessica Chastain|Tom Hiddleston|Charlie Hunnam|Jim Beaver,Guillermo del Toro,no,119.0,Mystery,Legendary Pictures,10,2015,50599977.0,68705406.0,18105429.0
Everly,Salma Hayek|Hiroyuki Watanabe|Jennifer Blanc|Togo Igawa|Caroline Chikezie,Joe Lynch,no,90.0,Thriller,"Crime Scene Pictures|Radius-TWC|Anonymous Content|Vega, Baby!",1,2015,21307490.712324023,63624403.5851604,42316912.872836374
Magic Mike XXL,Channing Tatum|Matt Bomer|Joe Manganiello|Kevin Nash|Adam RodrÃ­guez,Gregory Jacobs,no,115.0,Comedy,Warner Bros.|Iron Horse Entertainment (II),7,2015,13615994.0,112619962.0,99003968.0
Paranormal Activity: The Ghost Dimension,Chris J. Murray|Brit Shaw|Ivy George|Lauren Frandsen|Tyler Craig,Gregory Plotkin,no,88.0,Horror,Paramount Pictures|Blumhouse Productions,10,2015,9199995.0,71851557.0,62651562.0
Slow West,Michael Fassbender|Kodi Smit-McPhee|Ben Mendelsohn|Caren Pistorius|Rory McCann,John Maclean,no,84.0,Romance,The New Zealand Film Commission|Film4|See Saw Films|DMC Films,4,2015,21307490.712324023,210766.0,-21096724.712324023
Trumbo,Bryan Cranston|Diane Lane|Helen Mirren|Elle Fanning|Louis C.K.,Jay Roach,no,124.0,Drama,Groundswell Productions|Inimitable Pictures|ShivHans Pictures,10,2015,13799993.0,7576804.0,-6223189.0
Secret in Their Eyes,Chiwetel Ejiofor|Nicole Kidman|Julia Roberts|Dean Norris|Lyndon Smith,Billy Ray,no,111.0,Crime,Ingenious Media|Gran Via Productions|IM Global|Route One Films,10,2015,17939992.0,29614535.0,11674543.0
Mistress America,Greta Gerwig|Lola Kirke|Charlie Gillette|Dean Wareham|Heather Lind,Noah Baumbach,no,84.0,Comedy,RT Features,8,2015,21307490.712324023,2300395.0,-19007095.712324023
The SpongeBob Movie: Sponge Out of Water,Tom Kenny|Bill Fagerbakke|Rodger Bumpass|Clancy Brown|Carolyn Lawrence,Paul Tibbitt,no,93.0,Family,Paramount Pictures|Nickelodeon Movies|Nickelodeon Animation Studios|United Plankton Pictures|Disruption Entertainment,2,2015,68079970.0,286666383.0,218586413.0
Max,Thomas Haden Church|Josh Wiggins|Lauren Graham|Robbie Amell|Mia Xitlali,Boaz Yakin,no,111.0,Adventure,Sunswept Entertainment|Warner Bros.|Metro-Goldwyn-Mayer (MGM),6,2015,18399991.0,40449856.0,22049865.0
Shaun the Sheep Movie,Justin Fletcher|Omid Djalili|Richard Webber|Kate Harbour|Tim Hands,Mark Burton|Richard Starzack,no,85.0,Family,Aardman Animations|Studio Canal|Anton Capital Entertainment (ACE),2,2015,21307490.712324023,54923975.0,33616484.28767598
Louder Than Bombs,Gabriel Byrne|Isabelle Huppert|Jesse Eisenberg|Devin Druid|Amy Ryan,Joachim Trier,no,109.0,Drama,Motlys|Arte France CinÃ©ma|Animal Kingdom,5,2015,10119995.0,63624403.5851604,53504408.5851604
A Perfect Day,Olga Kurylenko|Benicio del Toro|Tim Robbins|MÃ©lanie Thierry|Fedja Stukan,Fernando LeÃ³n de Aranoa,no,106.0,Comedy,Reposado Producciones|TelevisiÃ³n EspaÃ±ola (TVE)|Mediapro,8,2015,21307490.712324023,1566237.0,-19741253.712324023
The Gunman,Sean Penn|Jasmine Trinca|Javier Bardem|Ray Winstone|Mark Rylance,Pierre Morel,no,115.0,Action,StudioCanal|Silver Pictures|TF1 Films Production|Canal+|Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA),2,2015,36799983.0,9811564.0,-26988419.0
Unfriended,Shelley Hennig|Moses Jacob Storm|Renee Olstead|William Peltz|Jacob Wysocki,Levan Gabriadze,no,82.0,Horror,Bazelevs Production|Blumhouse Productions,4,2015,919999.0,57851497.0,56931498.0
Hot Pursuit,Reese Witherspoon|SofÃ­a Vergara|Michael Mosley|John Carroll Lynch|Richard T. Jones,Anne Fletcher,no,87.0,Action,New Line Cinema|Warner Bros.|Metro-Goldwyn-Mayer (MGM)|Pacific Standard,5,2015,32199985.0,47545764.0,15345779.0
Insidious: Chapter 3,Dermot Mulroney|Stefanie Scott|Lin Shaye|Leigh Whannell|Angus Sampson,Leigh Whannell,no,97.0,Drama,Sony Pictures,6,2015,9199995.0,95959500.0,86759505.0
Z for Zachariah,Margot Robbie|Chiwetel Ejiofor|Chris Pine,Craig Zobel,yes,97.0,Drama,Palomar Pictures|Lucky Hat Entertainment|Silver Reel|Material Pictures|Zik Zak Kvikmyndir,8,2015,21307490.712324023,109004.0,-21198486.712324023
Dragonheart 3: The Sorcerer's Curse,Julian Morris|Tamzin Merchant|Jassa Ahluwalia|Ben Kingsley|Jonjo O'Neill,Colin Teague,no,97.0,Action,Raffaella Productions,2,2015,21307490.712324023,63624403.5851604,42316912.872836374
The Lady in the Van,Maggie Smith|Alex Jennings|Frances de la Tour|Gwen Taylor|Dominic Cooper,Nicholas Hytner,yes,104.0,Comedy,BBC Films|TriStar Productions,11,2015,5519997.0,38076655.0,32556658.0
Victor Frankenstein,James McAvoy|Daniel Radcliffe|Jessica Brown Findlay|Andrew Scott|Charles Dance,Paul McGuigan,no,109.0,Drama,Twentieth Century Fox Film Corporation|Davis Entertainment|Moving Picture Company (MPC)|TSG Entertainment,11,2015,36799983.0,31489100.0,-5310883.0
Brothers of the Wind,Manuel Camacho|Jean Reno|Tobias Moretti|Eva Kuen,Gerado Olivares|Otmar Penker,no,98.0,Adventure,Terra Mater Factual Studios,12,2015,21307490.712324023,63624403.5851604,42316912.872836374
Anomalisa,Jennifer Jason Leigh|David Thewlis|Tom Noonan,Duke Johnson|Charlie Kaufman,no,90.0,Animation,Starburns Industries,12,2015,7359996.0,3458541.0,-3901455.0
Bone Tomahawk,Kurt Russell|Richard Jenkins|Matthew Fox|Lili Simmons|Sean Young,S. Craig Zahler,no,132.0,Horror,Caliber Media Company|The Fyzz Facility|Realbuilder Productions,10,2015,1655999.0,63624403.5851604,61968404.5851604
Regression,Ethan Hawke|Emma Watson|Aaron Ashmore|Devon Bostick|David Thewlis,Alejandro AmenÃ¡bar,no,106.0,Horror,The Weinstein Company|HimenÃ³ptero|First Generation Films|Mod Producciones|FilmNation Entertainment,10,2015,21307490.712324023,16257405.0,-5050085.712324023
Pawn Sacrifice,Tobey Maguire|Lily Rabe|Peter Sarsgaard|Liev Schreiber|Sophie NÃ©lisse,Edward Zwick,no,114.0,Drama,Material Pictures|MICA Entertainment|PalmStar Media|Gail Katz Productions,9,2015,21307490.712324023,63624403.5851604,42316912.872836374
The Man Who Knew Infinity,Jeremy Irons|Dev Patel|Toby Jones|Stephen Fry|Jeremy Northam,Matt Brown,no,108.0,Drama,Animus Films|Edward R. Pressman Film|Kreo Films FZ|Xeitgeist Entertainment Group|American Entertainment Investors,9,2015,21307490.712324023,10554653.0,-10752837.712324023
The Diary of a Teenage Girl,Bel Powley|Kristen Wiig|Alexander SkarsgÃ¥rd|Christopher Meloni|Margarita Levieva,Marielle Heller,no,102.0,Drama,Caviar Films|Cold Iron Pictures|Archer Gray,8,2015,1839999.0,1358841.0,-481158.0
Pay the Ghost,Nicolas Cage|Sarah Wayne Callies|Veronica Ferres|Lyriq Bent|Lauren Beatty,Uli Edel,no,94.0,Horror,Voltage Films|Midnight Kitchen Productions,9,2015,21307490.712324023,63624403.5851604,42316912.872836374
The Voices,Ryan Reynolds|Gemma Arterton|Anna Kendrick|Jacki Weaver|Ella Smith,Marjane Satrapi,no,101.0,Horror,Studio Babelsberg|Mandalay Vision|1984 Private Defense Contractors,2,2015,21307490.712324023,63624403.5851604,42316912.872836374
Last Knights,Clive Owen|Morgan Freeman|Aksel Hennie|Shohreh Aghdashloo|James Babson,Kazuaki Kiriya,no,115.0,Action,Czech Anglo Productions|Luka Productions,4,2015,21307490.712324023,3352102.0,-17955388.712324023
Queen of the Desert,Nicole Kidman|James Franco|Robert Pattinson|Damian Lewis|Jenny Agutter,Werner Herzog,no,128.0,Drama,Benaroya Pictures|H Films|Raslan Company of America,9,2015,13799993.0,63624403.5851604,49824410.5851604
Ricki and the Flash,Meryl Streep|Kevin Kline|Mamie Gummer|Sebastian Stan|Audra McDonald,Jonathan Demme,no,100.0,Comedy,Columbia TriStar|Clinica Estetico|LStar Capital,7,2015,16559992.0,38019285.0,21459293.0
Miss You Already,Drew Barrymore|Toni Collette|Dominic Cooper|Jacqueline Bisset|Paddy Considine,Catherine Hardwicke,no,112.0,Comedy,S Films|New Sparta Films,9,2015,21307490.712324023,63624403.5851604,42316912.872836374
Kung Fury,David Sandberg|Jorma Taccone|Leopold Nilsson|Andreas Cahling|Helene Ahlson,David Sandberg,no,31.0,Action,Laser Unicorns,5,2015,579617.0,63624403.5851604,63044786.5851604
A Bigger Splash,Tilda Swinton|Matthias Schoenaerts|Ralph Fiennes|Dakota Johnson|Aurore ClÃ©ment,Luca Guadagnino,no,120.0,Crime,StudioCanal|Ministero per i Beni e le AttivitÃ  Culturali (MiBAC)|Frenesy Film Company|Sensi Contemporanei Cinema e Audiovisivo|Cota Film,11,2015,21307490.712324023,1781601.0,-19525889.712324023
While We're Young,Ben Stiller|Naomi Watts|Adam Driver|Amanda Seyfried|Charles Grodin,Noah Baumbach,no,97.0,Drama,Scott Rudin Productions|A24,3,2015,9199995.0,6980483.0,-2219512.0
Get Hard,Will Ferrell|Kevin Hart|Alison Brie|Craig T. Nelson|T.I.,Etan Cohen,no,100.0,Comedy,Gary Sanchez Productions|Warner Bros.,3,2015,36799983.0,97990493.0,61190510.0
The Ridiculous 6,Adam Sandler|Taylor Lautner|Steve Buscemi|Terry Crews|Danny Trejo,Frank Coraci,no,119.0,Comedy,Happy Madison Productions,12,2015,55199975.0,63624403.5851604,8424428.585160397
Kill Me Three Times,Teresa Palmer|Simon Pegg|Luke Hemsworth|Sullivan Stapleton|Alice Braga,Kriv Stenders,no,90.0,Comedy,Parabolic Pictures|Stable Way Entertainment|Cargo Films|Media House Capital,4,2015,21307490.712324023,63624403.5851604,42316912.872836374
The 33,Antonio Banderas|Rodrigo Santoro|Juliette Binoche|James Brolin|Lou Diamond Phillips,Patricia Riggen,no,120.0,History,Alcon Entertainment|Phoenix Pictures|Fabula|Half Circle,8,2015,22999989.0,22910495.0,-89494.0
Suffragette,Carey Mulligan|Helena Bonham Carter|Meryl Streep|Ben Whishaw|Brendan Gleeson,Sarah Gavron,no,106.0,Drama,Ruby Films|PathÃ©|Film4,10,2015,12879994.0,14722219.0,1842225.0
45 Years,Charlotte Rampling|Tom Courtenay|Dolly Wells|Geraldine James|David Sibley,Andrew Haigh,no,95.0,Drama,The Bureau,8,2015,21307490.712324023,63624403.5851604,42316912.872836374
We Are Your Friends,Zac Efron|Emily Ratajkowski|Wes Bentley|Nick Rotteveel|Alessandro Lindblad,Max Joseph,no,96.0,Drama,Working Title Films,8,2015,5519997.0,10232318.0,4712321.0
Barely Lethal,Hailee Steinfeld|Sophie Turner|Jessica Alba|Samuel L. Jackson|Dove Cameron,Kyle Newman,no,96.0,Adventure,A24,4,2015,21307490.712324023,5588.0,-21301902.712324023
Macbeth,Michael Fassbender|Marion Cotillard|Paddy Considine|Sean Harris|Jack Reynor,Justin Kurzel,no,113.0,History,Studio Canal|See-Saw Films|Creative Scotland|Film4|Anton Capital Entertainment (ACE),8,2015,21307490.712324023,12137055.0,-9170435.712324023
Extraction,Bruce Willis|Gina Carano|Kellan Lutz|D. B. Sweeney|Dan Bilzerian,Steven C. Miller,no,83.0,Action,Emmett/Furla Films|Oasis Films|Aperture Entertainment|Twirly Films Limited,12,2015,21307490.712324023,15432.0,-21292058.712324023
Jenny's Wedding,Katherine Heigl|Tom Wilkinson|Alexis Bledel|Grace Gummer|Linda Emond,Mary Agnes Donoghue,no,94.0,Comedy,MM Productions|Merced Media Partners|PalmStar Media,7,2015,21307490.712324023,63624403.5851604,42316912.872836374
Descendants,Booboo Stewart|Dove Cameron|Keegan Connor Tracy|Stephanie Bennett|Dan Payne,Kenny Ortega,no,112.0,Music,Walt Disney Television,7,2015,21307490.712324023,63624403.5851604,42316912.872836374
Tumbledown,Joe Manganiello|Jason Sudeikis|Blythe Danner|Rebecca Hall|Dianna Agron,Sean Mewshaw,no,105.0,Music,Echo Films|Bron Studios|Hahnscape,4,2015,21307490.712324023,63624403.5851604,42316912.872836374
Far from the Madding Crowd,Carey Mulligan|Matthias Schoenaerts|Michael Sheen|Tom Sturridge|Juno Temple,Thomas Vinterberg,no,119.0,Romance,Fox Searchlight Pictures|DNA Films|BBC Films,5,2015,21307490.712324023,27811566.0,6504075.287675977
The Second Best Exotic Marigold Hotel,Dev Patel|Judi Dench|Richard Gere|Maggie Smith|Bill Nighy,John Madden,no,122.0,Drama,Participant Media|Fox Searchlight|Blueprint Pictures,2,2015,9199995.0,79099969.0,69899974.0
LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,Nolan North|Troy Baker|Diedrich Bader|Khary Payton|James Arnold Taylor,Brandon Vietti,no,48.0,Action,Warner Bros. Animation,2,2015,21307490.712324023,63624403.5851604,42316912.872836374
Aloha,Bradley Cooper|Emma Stone|Rachel McAdams|John Krasinski|Bill Murray,Cameron Crowe,no,105.0,Adventure,Columbia Pictures|Vinyl Films|Regency Enterprises|Sony Pictures Entertainment (SPE)|RatPac Entertainment,5,2015,34039985.0,24150007.0,-9889978.0
Accidental Love,Jake Gyllenhaal|Jessica Biel|James Marsden|Catherine Keener|Paul Reubens,David O. Russell|Stephen Greene,no,100.0,Romance,K. JAM Media,2,2015,23919989.0,63624403.5851604,39704414.5851604
Halo: The Fall of Reach,Steve Downes|Jen Taylor|Michelle Lukes|Travis Willingham|Brittany Uomoleale,Ian Kirby,yes,67.0,Action,343 Industries|The Sequence Group,10,2015,21307490.712324023,63624403.5851604,42316912.872836374
Our Brand Is Crisis,Sandra Bullock|Anthony Mackie|Billy Bob Thornton|Zoe Kazan|Scoot McNairy,David Gordon Green,no,108.0,Drama,Participant Media|Smokehouse Pictures,9,2015,25759988.0,6442077.0,-19317911.0
Into the Forest,Ellen Page|Evan Rachel Wood|Max Minghella|Callum Keith Rennie|Michael Eklund,Patricia Rozema,yes,101.0,Drama,Rhombus Media|Bron Studios,6,2015,21307490.712324023,63624403.5851604,42316912.872836374
The Invitation,Michiel Huisman|Logan Marshall-Green|Tammy Blanchard|Mike Doyle|John Carroll Lynch,Karyn Kusama,no,100.0,Thriller,Pandastorm Pictures,3,2015,21307490.712324023,213197.0,-21094293.712324023
Open Season: Scared Silly,Garry Chalk|Kathleen Barr|Willa Townsend|Melissa Sturm|Trevor Devall,David Feiss,no,85.0,Animation,Sony Pictures Animation,12,2015,21307490.712324023,63624403.5851604,42316912.872836374
Cop Car,Kevin Bacon|James Freedson-Jackson|Hays Wellford|Shea Whigham|Camryn Manheim,Jon Watts,no,86.0,Thriller,Park Pictures|Audax Films|Dark Arts Film|End Cue,8,2015,21307490.712324023,123787.0,-21183703.712324023
Sleeping with Other People,Jason Sudeikis|Alison Brie|Adam Scott|Natasha Lyonne|Amanda Peet,Leslye Headland,no,100.0,Comedy,Sidney Kimmel Entertainment|Gary Sanchez Productions|IM Global,6,2015,21307490.712324023,2956985.0,-18350505.712324023
Amy,Amy Winehouse|Mark Ronson|Tony Bennett|Pete Doherty|Blake Fielder,Asif Kapadia,no,128.0,Documentary,On The Corner Films|Universal Music,7,2015,21307490.712324023,7740089.0,-13567401.712324023
Madame Bovary,Mia Wasikowska|Ezra Miller|Laura Carmichael|Henry Lloyd-Hughes|Paul Giamatti,Sophie Barthes,no,118.0,Drama,A Company Filmproduktionsgesellschaft|Aleph Motion Pictures|Aden Film,6,2015,21307490.712324023,63624403.5851604,42316912.872836374
The Hallow,Joseph Mawle|Bojana NovakoviÄ‡|Michael McElhatton|Gary Lydon|Stuart Graham,Corin Hardy,no,97.0,Fantasy,Prescience|Bord Scannan na hEireann / Irish Film Board|Fantastic Films|Altitude Film Entertainment|Occupant Entertainment,11,2015,21307490.712324023,63624403.5851604,42316912.872836374
Barbie in Princess Power,Britt Irvin|Michael Kopsa|Kelly Sheridan,Zeke Norton,no,74.0,Family,Mattel Playground Productions,1,2015,21307490.712324023,63624403.5851604,42316912.872836374
Howl,Ed Speleers|Shauna Macdonald|Elliot Cowan|Holly Weston|Amit Shah,Paul Hyett,no,89.0,Horror,Starchild Pictures,10,2015,21307490.712324023,63624403.5851604,42316912.872836374
Freeheld,Julianne Moore|Ellen Page|Steve Carell|Michael Shannon|Luke Grimes,Peter Sollett,no,103.0,Romance,Double Feature Films|Endgame Entertainment|High Frequency Entertainment,10,2015,6439997.0,527467.0,-5912530.0
Man Up,Simon Pegg|Lake Bell|Rory Kinnear|Ken Stott|Harriet Walter,Ben Palmer,no,88.0,Romance,Big Talk Productions|StudioCanal,5,2015,21307490.712324023,63624403.5851604,42316912.872836374
Love,Karl Glusman|Aomi Muyock|Klara Kristin|Juan Saavedra|Gaspar NoÃ©,Gaspar NoÃ©,no,134.0,Drama,Wild Bunch|Les CinÃ©mas de la Zone|Rectangle Productions|Scope Pictures|RT Features,7,2015,2759998.0,639647.0,-2120351.0
Truth,Robert Redford|Cate Blanchett|Elisabeth Moss|Topher Grace|Dennis Quaid,James Vanderbilt,no,121.0,Drama,Echo Lake Entertainment|RatPac Entertainment|Mythology Entertainment (II),9,2015,8831996.0,2338228.0,-6493768.0
Return to Sender,Rosamund Pike|Rumer Willis|Nick Nolte|Scout Taylor-Compton|Shiloh Fernandez,Fouad Mikati,no,95.0,Thriller,Voltage Pictures|Arrow Films|Boo Pictures,5,2015,21307490.712324023,63624403.5851604,42316912.872836374
Danny Collins,Al Pacino|Annette Bening|Jennifer Garner|Bobby Cannavale|Christopher Plummer,Dan Fogelman,no,107.0,Comedy,Big Indie Pictures|ShivHans Pictures,3,2015,9199995.0,9968887.0,768892.0
Rock the Kasbah,Bill Murray|Zooey Deschanel|Bruce Willis|Kate Hudson|Taylor Kinney,Barry Levinson,no,100.0,Comedy,Shangri-La Entertainment|QED International|Dune Films|Venture Forth,10,2015,13799993.0,2779009.0,-11020984.0
Fathers and Daughters,Amanda Seyfried|Kylie Rogers|Russell Crowe|Aaron Paul|QuvenzhanÃ© Wallis,Gabriele Muccino,no,116.0,Drama,Andrea Leone Films|Fear of God Films|Busted Shark Productions,10,2015,2060799.0,63624403.5851604,61563604.5851604
"Hello, My Name Is Doris",Sally Field|Max Greenfield|Beth Behrs|Stephen Root|Natasha Lyonne,Michael Showalter,no,95.0,Comedy,Red Crown Productions|Haven Entertainment,11,2015,919999.0,13289393.0,12369394.0
The Vatican Tapes,Olivia Taylor Dudley|Michael PeÃ±a|Djimon Hounsou|Dougray Scott|Peter Andersson,Mark Neveldine,no,91.0,Thriller,Lakeshore Entertainment|Lionsgate|H2F Entertainment|Pantelion Films,7,2015,11959994.0,1641981.0,-10318013.0
99 Homes,Andrew Garfield|Laura Dern|Michael Shannon|Tim Guinee|J.D. Evermore,Ramin Bahrani,no,112.0,Drama,Imagenation Abu Dhabi FZ|Hyde Park Entertainment|Broad Green Pictures|Noruz Films,9,2015,7359996.0,1298972.0,-6061024.0
Hot Tub Time Machine 2,Rob Corddry|Craig Robinson|Clark Duke|Adam Scott|Chevy Chase,Steve Pink,no,93.0,Comedy,Paramount Pictures|Metro-Goldwyn-Mayer (MGM),2,2015,12879994.0,11329473.0,-1550521.0
